date,temp_max,temp_min,umid_max,umid_min,solar_total,gust_max,prec,dewpoint,heat_index,wind_chill,n_hours,temp_mean,umid_mean,ws_mean,solar_mean,gust_dir,level_max,level_min
2025-01-12,25.8,18.0,99.0,74.0,2016.2133333333331,3.4,1.8,20.452222222222222,25.8,18.0,24,21.115833333333335,95.89722222222223,0.06999999999999999,84.00888888888888,,,
2025-01-13,29.3,17.1,99.0,55.0,5566.8606666666665,7.8,1.5,19.069930555555555,33.0,17.1,24,22.192083333333333,83.9263888888889,0.3682638888888889,231.95252777777776,,,
2025-01-14,31.0,16.9,99.0,51.0,6631.101,7.8,0.0,19.30951388888889,35.0,16.9,24,22.87472222222222,82.50138888888888,0.45625,276.29587499999997,,,
2025-01-15,30.7,17.7,99.0,53.0,4796.928333333333,7.8,0.9,20.79215277777778,35.0,17.7,24,23.769097222222225,84.80277777777778,0.4176388888888889,199.8720138888889,,,
2025-01-16,25.9,22.0,99.0,92.0,1661.7188333333334,5.6,39.0,23.44888888888889,25.9,22.0,24,23.70763888888889,98.17083333333333,0.083125,69.23828472222222,,,
2025-01-17,32.5,23.3,99.0,69.0,4401.1735,5.6,2.7,24.652083333333334,44.0,23.3,24,26.10840277777778,91.99444444444445,0.3175,183.38222916666666,,,
2025-01-18,34.6,23.8,99.0,65.0,3951.911,5.6,0.3,25.009583333333335,49.0,23.8,24,26.822430555555556,90.27986111111112,0.26590277777777777,164.66295833333334,,,
2025-01-19,32.1,22.9,99.0,72.0,4045.7761666666665,5.6,0.0,24.79263888888889,44.0,22.9,24,26.764791666666667,89.36527777777779,0.315625,168.57400694444445,,,
2025-01-20,36.8,24.1,99.0,49.0,4547.384166666667,7.8,0.6,25.26423611111111,51.0,24.1,24,27.733194444444447,87.80972222222222,0.23395833333333335,189.47434027777777,,,
2025-01-21,34.4,23.8,99.0,57.0,4987.6385,6.7,18.0,24.88840277777778,45.0,23.8,24,27.28347222222222,87.60486111111112,0.31006944444444445,207.81827083333334,,,
2025-01-22,32.0,21.8,99.0,70.0,2597.3616666666667,7.8,12.3,24.068888888888885,44.0,21.8,24,25.038819444444442,94.51944444444445,0.17395833333333333,108.22340277777778,,,
2025-01-23,34.3,19.9,99.0,57.0,6599.510499999999,7.8,0.0,23.734375,47.0,19.9,24,26.62597222222222,85.46666666666665,0.395,274.97960416666666,,,
2025-01-24,33.5,23.1,99.0,61.0,4007.8478333333333,6.7,3.6,24.688680555555553,44.0,23.1,24,26.275625,91.59722222222223,0.23430555555555554,166.99365972222222,,,
2025-01-25,33.8,22.0,99.0,63.0,4746.937166666667,6.7,31.5,23.944791666666667,49.0,22.0,24,25.418333333333333,92.23819444444445,0.24125,197.7890486111111,,,
2025-01-26,31.7,22.4,99.0,60.0,4143.6195,7.8,0.0,23.505902777777777,39.0,22.4,24,26.344652777777778,85.05555555555556,0.44951388888888894,172.6508125,,,
2025-01-27,31.2,21.3,99.0,60.0,4314.8395,4.5,8.7,22.921319444444443,37.0,21.3,24,24.95888888888889,89.25208333333335,0.27479166666666666,179.78497916666666,,,
2025-01-28,30.8,22.0,99.0,69.0,3782.7778333333335,5.6,1.2,23.530486111111113,39.0,22.0,24,25.19388888888889,90.85138888888889,0.175625,157.61574305555555,,,
2025-01-29,30.5,22.7,99.0,70.0,3186.8715,6.7,28.8,23.79659722222222,37.0,22.7,24,24.779097222222223,94.41597222222221,0.17791666666666664,132.7863125,,,
2025-01-30,29.7,21.9,99.0,70.0,2596.09,4.5,0.6,23.387708333333336,36.0,21.9,24,24.371736111111108,94.28263888888888,0.10652777777777778,108.17041666666667,,,
2025-01-31,31.6,21.7,99.0,60.0,3568.1758333333332,3.4,0.9,23.094444444444445,38.0,21.7,24,25.03,89.64999999999999,0.11972222222222223,148.67399305555554,,,
2025-02-01,27.9,22.3,99.0,78.0,2188.874,3.4,11.7,23.739930555555556,32.0,22.3,24,24.454930555555553,95.69097222222223,0.0551388888888889,91.20308333333332,,,
2025-02-02,31.7,21.6,99.0,66.0,4368.372666666666,4.5,2.4,23.807916666666667,40.0,21.6,24,25.0825,92.98055555555555,0.18979166666666666,182.01552777777775,,,
2025-02-03,33.3,21.9,99.0,62.0,4237.285666666667,6.7,6.0,24.205486111111114,45.0,21.9,24,25.651805555555555,92.3298611111111,0.16284722222222223,176.55356944444443,,,
2025-02-04,34.1,22.6,99.0,61.0,4445.921333333334,11.2,95.4,24.3625,48.0,22.6,24,25.782638888888886,92.55069444444445,0.21944444444444444,185.24672222222225,,,
2025-02-05,30.1,23.1,99.0,78.0,2629.9228333333335,2.2,3.9,24.568472222222223,39.0,23.1,24,25.380277777777778,95.24097222222223,0.05555555555555555,109.58011805555556,,,
2025-02-06,33.7,22.6,99.0,63.0,3387.153333333333,4.5,0.3,24.55,47.0,22.6,24,25.969652777777778,92.27847222222222,0.10229166666666667,141.1313888888889,,,
2025-02-07,28.2,22.8,99.0,78.0,1391.7676666666666,5.6,8.4,24.12673611111111,34.0,22.8,24,25.253611111111113,93.42777777777779,0.28381944444444446,57.990319444444445,,,
2025-02-08,28.0,21.1,99.0,78.0,2184.7881666666667,3.4,9.3,23.23097222222222,33.0,21.1,24,23.758194444444445,96.70902777777779,0.060416666666666674,91.03284027777778,,,
2025-02-09,34.3,21.1,99.0,53.0,5873.563166666667,4.5,0.0,23.13722222222222,46.0,21.1,24,26.15013888888889,84.99722222222222,0.20645833333333333,244.73179861111112,,,
2025-02-10,34.2,20.2,99.0,58.0,6354.0435,5.6,0.0,23.470694444444447,47.0,20.2,24,26.401805555555555,85.31041666666667,0.3688194444444444,264.75181249999997,,,
2025-02-11,35.2,21.5,99.0,56.0,6138.947166666667,5.6,0.0,24.76215277777778,51.0,21.5,24,27.641458333333333,85.74305555555556,0.3236805555555556,255.7894652777778,,,
2025-02-12,37.2,22.6,99.0,54.0,5601.812166666667,9.0,7.2,25.229930555555555,57.0,22.6,24,27.98229166666667,86.39166666666667,0.32472222222222225,233.40884027777778,,,
2025-02-13,34.5,21.8,99.0,58.0,5581.1505,7.8,87.3,23.558333333333334,48.0,21.8,24,25.71166666666667,89.12638888888888,0.30701388888888886,232.5479375,,,
